"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","10.10.5.11","10.10.5.10","TCP","5108","49205  >  1291 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=5054"
"2","0.000050395","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=1 Ack=5055 Win=501 Len=0"
"3","0.000240086","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=1 Ack=5055 Win=501 Len=15"
"4","0.186709976","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=5055 Ack=16 Win=256 Len=0"
"5","1.119688950","10.10.5.14","10.10.5.10","TCP","4697","49195  >  1294 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=4643"
"6","1.119724644","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=1 Ack=4644 Win=481 Len=0"
"7","1.119965444","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=1 Ack=4644 Win=501 Len=15"
"8","1.317789115","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=4644 Ack=16 Win=256 Len=0"
"9","1.334796997","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=4488"
"10","1.334825765","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=1 Ack=4489 Win=484 Len=0"
"11","1.335051219","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=1 Ack=4489 Win=501 Len=15"
"12","1.527506460","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=4489 Ack=16 Win=256 Len=0"
"13","4.526455302","PcsCompu_60:73:28","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11"
"14","4.526469662","PcsCompu_df:63:fa","PcsCompu_60:73:28","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"15","6.811953435","10.10.5.13","10.10.5.10","TCP","4626","49196  >  1293 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=4572"
"16","6.812012882","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=1 Ack=4573 Win=484 Len=0"
"17","6.812207138","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=1 Ack=4573 Win=501 Len=15"
"18","7.004026643","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=4573 Ack=16 Win=256 Len=0"
"19","15.006738577","10.10.5.11","10.10.5.10","TCP","5104","49205  >  1291 [PSH, ACK] Seq=5055 Ack=16 Win=256 Len=5050"
"20","15.006798804","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=16 Ack=10105 Win=501 Len=0"
"21","15.006993836","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=16 Ack=10105 Win=501 Len=15"
"22","15.200425391","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=10105 Ack=31 Win=256 Len=0"
"23","16.122161432","10.10.5.14","10.10.5.10","TCP","4697","49195  >  1294 [PSH, ACK] Seq=4644 Ack=16 Win=256 Len=4643"
"24","16.122193971","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=16 Ack=9287 Win=481 Len=0"
"25","16.122490351","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=16 Ack=9287 Win=501 Len=15"
"26","16.318209638","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=9287 Ack=31 Win=256 Len=0"
"27","16.341954493","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=4489 Ack=16 Win=256 Len=4488"
"28","16.342057494","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=16 Ack=8977 Win=501 Len=0"
"29","16.342347643","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=16 Ack=8977 Win=501 Len=15"
"30","16.535030688","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=8977 Ack=31 Win=256 Len=0"
"31","20.629913807","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"32","20.629928773","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"33","21.283654043","PcsCompu_03:cb:a5","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12"
"34","21.283668193","PcsCompu_df:63:fa","PcsCompu_03:cb:a5","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"35","21.818494095","10.10.5.13","10.10.5.10","TCP","4626","49196  >  1293 [PSH, ACK] Seq=4573 Ack=16 Win=256 Len=4572"
"36","21.818613749","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=16 Ack=9145 Win=501 Len=0"
"37","21.818839281","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=16 Ack=9145 Win=501 Len=15"
"38","22.010105000","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=9145 Ack=31 Win=256 Len=0"
"39","26.630139003","PcsCompu_c8:46:cd","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13"
"40","26.630156025","PcsCompu_df:63:fa","PcsCompu_c8:46:cd","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"41","30.014748199","10.10.5.11","10.10.5.10","TCP","5104","49205  >  1291 [PSH, ACK] Seq=10105 Ack=31 Win=256 Len=5050"
"42","30.014819455","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=31 Ack=15155 Win=501 Len=0"
"43","30.015041271","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=31 Ack=15155 Win=501 Len=15"
"44","30.214412599","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=15155 Ack=46 Win=256 Len=0"
"45","31.120322334","10.10.5.14","10.10.5.10","TCP","4694","49195  >  1294 [PSH, ACK] Seq=9287 Ack=31 Win=256 Len=4640"
"46","31.120382602","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=31 Ack=13927 Win=501 Len=0"
"47","31.120587086","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=31 Ack=13927 Win=501 Len=15"
"48","31.317082487","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=13927 Ack=46 Win=256 Len=0"
"49","31.350361790","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=8977 Ack=31 Win=256 Len=4488"
"50","31.350414291","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=31 Ack=13465 Win=501 Len=0"
"51","31.350613253","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=31 Ack=13465 Win=501 Len=15"
"52","31.542919199","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=13465 Ack=46 Win=256 Len=0"
"53","34.456657857","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.13? Tell 10.10.5.11"
"54","34.456658389","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.14? Tell 10.10.5.11"
"55","34.456790961","PcsCompu_c8:46:cd","PcsCompu_60:73:28","ARP","60","10.10.5.13 is at 08:00:27:c8:46:cd"
"56","34.456791130","PcsCompu_90:18:5a","PcsCompu_60:73:28","ARP","60","10.10.5.14 is at 08:00:27:90:18:5a"
"57","34.456920957","10.10.5.11","10.10.5.13","TCP","60","49209  >  2869 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"58","34.456921045","10.10.5.11","10.10.5.14","TCP","60","49207  >  2869 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"59","36.826214920","10.10.5.13","10.10.5.10","TCP","4552","49196  >  1293 [PSH, ACK] Seq=9145 Ack=31 Win=256 Len=4498"
"60","36.826270765","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=31 Ack=13643 Win=501 Len=0"
"61","36.826495353","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=31 Ack=13643 Win=501 Len=15"
"62","37.018328554","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=13643 Ack=46 Win=256 Len=0"
"63","45.021481862","10.10.5.11","10.10.5.10","TCP","4802","49205  >  1291 [PSH, ACK] Seq=15155 Ack=46 Win=256 Len=4748"
"64","45.021543722","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=46 Ack=19903 Win=501 Len=0"
"65","45.021765023","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=46 Ack=19903 Win=501 Len=15"
"66","45.216026005","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=19903 Ack=61 Win=256 Len=0"
"67","46.121232882","10.10.5.14","10.10.5.10","TCP","4619","49195  >  1294 [PSH, ACK] Seq=13927 Ack=46 Win=256 Len=4565"
"68","46.121281818","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=46 Ack=18492 Win=501 Len=0"
"69","46.121488598","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=46 Ack=18492 Win=501 Len=15"
"70","46.317102245","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=18492 Ack=61 Win=256 Len=0"
"71","46.355309520","10.10.5.12","10.10.5.10","TCP","4539","49204  >  1292 [PSH, ACK] Seq=13465 Ack=46 Win=256 Len=4485"
"72","46.355367550","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=46 Ack=17950 Win=501 Len=0"
"73","46.355591318","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=46 Ack=17950 Win=501 Len=15"
"74","46.548825109","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=17950 Ack=61 Win=256 Len=0"
"75","50.630943745","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"76","50.630958989","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"77","51.833248883","10.10.5.13","10.10.5.10","TCP","4548","49196  >  1293 [PSH, ACK] Seq=13643 Ack=46 Win=256 Len=4494"
"78","51.833304389","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=46 Ack=18137 Win=501 Len=0"
"79","51.833508157","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=46 Ack=18137 Win=501 Len=15"
"80","52.024652424","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=18137 Ack=61 Win=256 Len=0"
"81","60.029086583","10.10.5.11","10.10.5.10","TCP","4801","49205  >  1291 [PSH, ACK] Seq=19903 Ack=61 Win=256 Len=4747"
"82","60.029158390","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=61 Ack=24650 Win=501 Len=0"
"83","60.029359272","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=61 Ack=24650 Win=501 Len=15"
"84","60.220579653","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=24650 Ack=76 Win=256 Len=0"
"85","61.121228774","10.10.5.14","10.10.5.10","TCP","4619","49195  >  1294 [PSH, ACK] Seq=18492 Ack=61 Win=256 Len=4565"
"86","61.121304644","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=61 Ack=23057 Win=501 Len=0"
"87","61.121493536","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=61 Ack=23057 Win=501 Len=15"
"88","61.317524613","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=23057 Ack=76 Win=256 Len=0"
"89","61.363659418","10.10.5.12","10.10.5.10","TCP","4539","49204  >  1292 [PSH, ACK] Seq=17950 Ack=61 Win=256 Len=4485"
"90","61.363720777","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=61 Ack=22435 Win=501 Len=0"
"91","61.363898047","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=61 Ack=22435 Win=501 Len=15"
"92","61.561781672","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=22435 Ack=76 Win=256 Len=0"
"93","64.531533532","PcsCompu_60:73:28","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11"
"94","64.531547287","PcsCompu_df:63:fa","PcsCompu_60:73:28","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"95","66.286428069","PcsCompu_03:cb:a5","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12"
"96","66.286442595","PcsCompu_df:63:fa","PcsCompu_03:cb:a5","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"97","66.839955215","10.10.5.13","10.10.5.10","TCP","4548","49196  >  1293 [PSH, ACK] Seq=18137 Ack=61 Win=256 Len=4494"
"98","66.840043195","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=61 Ack=22631 Win=501 Len=0"
"99","66.840282383","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=61 Ack=22631 Win=501 Len=15"
"100","67.041402561","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=22631 Ack=76 Win=256 Len=0"
"101","75.036219047","10.10.5.11","10.10.5.10","TCP","4801","49205  >  1291 [PSH, ACK] Seq=24650 Ack=76 Win=256 Len=4747"
"102","75.036276006","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=76 Ack=29397 Win=501 Len=0"
"103","75.036522160","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=76 Ack=29397 Win=501 Len=15"
"104","75.238623949","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=29397 Ack=91 Win=255 Len=0"
"105","76.121967562","10.10.5.14","10.10.5.10","TCP","4619","49195  >  1294 [PSH, ACK] Seq=23057 Ack=76 Win=256 Len=4565"
"106","76.122022951","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=76 Ack=27622 Win=501 Len=0"
"107","76.122237636","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=76 Ack=27622 Win=501 Len=15"
"108","76.317933610","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=27622 Ack=91 Win=256 Len=0"
"109","76.369250122","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=22435 Ack=76 Win=256 Len=4488"
"110","76.369309737","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=76 Ack=26923 Win=501 Len=0"
"111","76.369492442","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=76 Ack=26923 Win=501 Len=15"
"112","76.563155985","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=26923 Ack=91 Win=256 Len=0"
"113","80.630414415","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"114","80.630429552","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"115","81.845486583","10.10.5.13","10.10.5.10","TCP","4550","49196  >  1293 [PSH, ACK] Seq=22631 Ack=76 Win=256 Len=4496"
"116","81.845548629","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=76 Ack=27127 Win=501 Len=0"
"117","81.845784939","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=76 Ack=27127 Win=501 Len=15"
"118","82.038441381","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=27127 Ack=91 Win=256 Len=0"
"119","86.633002609","PcsCompu_c8:46:cd","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13"
"120","86.633016556","PcsCompu_df:63:fa","PcsCompu_c8:46:cd","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"121","90.042987631","10.10.5.11","10.10.5.10","TCP","4726","49205  >  1291 [PSH, ACK] Seq=29397 Ack=91 Win=255 Len=4672"
"122","90.043036435","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=91 Ack=34069 Win=501 Len=0"
"123","90.043275381","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=91 Ack=34069 Win=501 Len=15"
"124","90.235493513","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=34069 Ack=106 Win=255 Len=0"
"125","91.120759836","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=27622 Ack=91 Win=256 Len=4496"
"126","91.120835842","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=91 Ack=32118 Win=501 Len=0"
"127","91.121034090","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=91 Ack=32118 Win=501 Len=15"
"128","91.333451249","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=32118 Ack=106 Win=256 Len=0"
"129","91.377699434","10.10.5.12","10.10.5.10","TCP","4539","49204  >  1292 [PSH, ACK] Seq=26923 Ack=91 Win=256 Len=4485"
"130","91.377767670","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=91 Ack=31408 Win=501 Len=0"
"131","91.377983898","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=91 Ack=31408 Win=501 Len=15"
"132","91.568330834","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=31408 Ack=106 Win=255 Len=0"
"133","96.851965928","10.10.5.13","10.10.5.10","TCP","4551","49196  >  1293 [PSH, ACK] Seq=27127 Ack=91 Win=256 Len=4497"
"134","96.852015072","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=91 Ack=31624 Win=501 Len=0"
"135","96.852222819","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=91 Ack=31624 Win=501 Len=15"
"136","97.045140628","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=31624 Ack=106 Win=255 Len=0"
"137","105.048254303","10.10.5.11","10.10.5.10","TCP","4548","49205  >  1291 [PSH, ACK] Seq=34069 Ack=106 Win=255 Len=4494"
"138","105.048358355","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=106 Ack=38563 Win=501 Len=0"
"139","105.048721804","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=106 Ack=38563 Win=501 Len=15"
"140","105.240710222","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=38563 Ack=121 Win=255 Len=0"
"141","106.120488299","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=32118 Ack=106 Win=256 Len=4496"
"142","106.120537140","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=106 Ack=36614 Win=501 Len=0"
"143","106.120749530","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=106 Ack=36614 Win=501 Len=15"
"144","106.317979881","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=36614 Ack=121 Win=255 Len=0"
"145","106.384434490","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=31408 Ack=106 Win=255 Len=4488"
"146","106.384493975","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=106 Ack=35896 Win=501 Len=0"
"147","106.384698073","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=106 Ack=35896 Win=501 Len=15"
"148","106.581478448","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=35896 Ack=121 Win=255 Len=0"
"149","110.630553627","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"150","110.630571087","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"151","111.289404684","PcsCompu_03:cb:a5","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12"
"152","111.289419192","PcsCompu_df:63:fa","PcsCompu_03:cb:a5","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"153","111.858498814","10.10.5.13","10.10.5.10","TCP","4550","49196  >  1293 [PSH, ACK] Seq=31624 Ack=106 Win=255 Len=4496"
"154","111.858560269","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=106 Ack=36120 Win=501 Len=0"
"155","111.858770392","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=106 Ack=36120 Win=501 Len=15"
"156","112.051237096","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=36120 Ack=121 Win=255 Len=0"
"157","120.054596010","10.10.5.11","10.10.5.10","TCP","4549","49205  >  1291 [PSH, ACK] Seq=38563 Ack=121 Win=255 Len=4495"
"158","120.054653591","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=121 Ack=43058 Win=501 Len=0"
"159","120.054864601","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=121 Ack=43058 Win=501 Len=15"
"160","120.247321936","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=43058 Ack=136 Win=255 Len=0"
"161","121.121137113","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=36614 Ack=121 Win=255 Len=4496"
"162","121.121187003","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=121 Ack=41110 Win=501 Len=0"
"163","121.121399577","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=121 Ack=41110 Win=501 Len=15"
"164","121.318513492","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=41110 Ack=136 Win=255 Len=0"
"165","121.389602384","10.10.5.12","10.10.5.10","TCP","4540","49204  >  1292 [PSH, ACK] Seq=35896 Ack=121 Win=255 Len=4486"
"166","121.389656222","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=121 Ack=40382 Win=501 Len=0"
"167","121.389866881","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=121 Ack=40382 Win=501 Len=15"
"168","121.583171330","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=40382 Ack=136 Win=255 Len=0"
"169","125.032782748","PcsCompu_60:73:28","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11"
"170","125.032797578","PcsCompu_df:63:fa","PcsCompu_60:73:28","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"171","126.863362120","10.10.5.13","10.10.5.10","TCP","4550","49196  >  1293 [PSH, ACK] Seq=36120 Ack=121 Win=255 Len=4496"
"172","126.863416414","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=121 Ack=40616 Win=501 Len=0"
"173","126.863665037","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=121 Ack=40616 Win=501 Len=15"
"174","127.053349932","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=40616 Ack=136 Win=255 Len=0"
"175","135.060687513","10.10.5.11","10.10.5.10","TCP","4546","49205  >  1291 [PSH, ACK] Seq=43058 Ack=136 Win=255 Len=4492"
"176","135.060741365","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=136 Ack=47550 Win=501 Len=0"
"177","135.060919470","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=136 Ack=47550 Win=501 Len=15"
"178","135.252966564","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=47550 Ack=151 Win=255 Len=0"
"179","136.121764499","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=41110 Ack=136 Win=255 Len=4496"
"180","136.121827678","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=136 Ack=45606 Win=501 Len=0"
"181","136.122056683","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=136 Ack=45606 Win=501 Len=15"
"182","136.317429425","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=45606 Ack=151 Win=255 Len=0"
"183","136.398650693","10.10.5.12","10.10.5.10","TCP","4544","49204  >  1292 [PSH, ACK] Seq=40382 Ack=136 Win=255 Len=4490"
"184","136.398700523","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=136 Ack=44872 Win=501 Len=0"
"185","136.398892909","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=136 Ack=44872 Win=501 Len=15"
"186","136.589440322","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=44872 Ack=151 Win=255 Len=0"
"187","140.630334776","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"188","140.630349337","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"189","141.870941863","10.10.5.13","10.10.5.10","TCP","4544","49196  >  1293 [PSH, ACK] Seq=40616 Ack=136 Win=255 Len=4490"
"190","141.871002340","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=136 Ack=45106 Win=501 Len=0"
"191","141.871174002","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=136 Ack=45106 Win=501 Len=15"
"192","142.064321945","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=45106 Ack=151 Win=255 Len=0"
"193","144.981799782","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"194","145.630492822","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"195","146.630617131","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"196","146.633105516","PcsCompu_c8:46:cd","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13"
"197","146.633121335","PcsCompu_df:63:fa","PcsCompu_c8:46:cd","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"198","148.121481197","10.10.5.14","10.10.5.255","NBNS","92","Name query NB ARMMF.ADOBE.COM<00>"
"199","148.865152058","10.10.5.14","10.10.5.255","NBNS","92","Name query NB ARMMF.ADOBE.COM<00>"
"200","149.614846075","10.10.5.14","10.10.5.255","NBNS","92","Name query NB ARMMF.ADOBE.COM<00>"
