"No.","Time","Source","Destination","Protocol","Length","Info"
"3171","535.815357095","10.10.5.12","10.10.5.11","TCP","60","445  >  50017 [ACK] Seq=1 Ack=3053 Win=65536 Len=0"
"3172","535.816277714","10.10.5.11","10.10.5.12","TCP","1514","50019  >  445 [PSH, ACK] Seq=133 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3173","535.819922596","10.10.5.11","10.10.5.12","TCP","1514","50019  >  445 [PSH, ACK] Seq=1593 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3174","535.819968311","10.10.5.12","10.10.5.11","TCP","60","445  >  50019 [ACK] Seq=1 Ack=3053 Win=65536 Len=0"
"3175","535.820036916","10.10.5.11","10.10.5.12","TCP","1514","50020  >  445 [PSH, ACK] Seq=133 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3176","535.820514057","10.10.5.11","10.10.5.12","TCP","1514","50020  >  445 [PSH, ACK] Seq=1593 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3177","535.820706137","10.10.5.12","10.10.5.11","TCP","60","445  >  50020 [ACK] Seq=1 Ack=3053 Win=65536 Len=0"
"3178","535.821005986","10.10.5.11","10.10.5.12","TCP","1514","50021  >  445 [PSH, ACK] Seq=133 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3179","535.821237886","10.10.5.11","10.10.5.12","TCP","1514","50021  >  445 [PSH, ACK] Seq=1593 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3180","535.821391214","10.10.5.12","10.10.5.11","TCP","60","445  >  50021 [ACK] Seq=1 Ack=3053 Win=65536 Len=0"
"3181","535.821681645","10.10.5.11","10.10.5.12","TCP","1554","50023  >  445 [PSH, ACK] Seq=133 Ack=1 Win=64240 Len=1500 [TCP segment of a reassembled PDU]"
"3182","535.821816880","10.10.5.12","10.10.5.11","TCP","60","445  >  50023 [ACK] Seq=1 Ack=1633 Win=64240 Len=0"
"3183","535.822314639","10.10.5.11","10.10.5.12","TCP","1474","50023  >  445 [PSH, ACK] Seq=1633 Ack=1 Win=64240 Len=1420 [TCP segment of a reassembled PDU]"
"3184","535.822534315","10.10.5.11","10.10.5.12","TCP","1554","50026  >  445 [PSH, ACK] Seq=133 Ack=1 Win=64240 Len=1500 [TCP segment of a reassembled PDU]"
"3185","535.822602758","10.10.5.12","10.10.5.11","TCP","60","445  >  50026 [ACK] Seq=1 Ack=1633 Win=64240 Len=0"
"3186","535.822936880","10.10.5.11","10.10.5.12","TCP","1474","50026  >  445 [PSH, ACK] Seq=1633 Ack=1 Win=64240 Len=1420 [TCP segment of a reassembled PDU]"
"3187","535.823265751","10.10.5.11","10.10.5.12","TCP","1554","50027  >  445 [PSH, ACK] Seq=133 Ack=1 Win=64240 Len=1500 [TCP segment of a reassembled PDU]"
"3188","535.823409538","10.10.5.12","10.10.5.11","TCP","60","445  >  50027 [ACK] Seq=1 Ack=1633 Win=64240 Len=0"
"3189","535.823696458","10.10.5.11","10.10.5.12","TCP","1474","50027  >  445 [PSH, ACK] Seq=1633 Ack=1 Win=64240 Len=1420 [TCP segment of a reassembled PDU]"
"3190","535.824667377","10.10.5.11","10.10.5.12","TCP","1514","50029  >  445 [PSH, ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3191","535.824836236","10.10.5.11","10.10.5.12","TCP","1514","50029  >  445 [PSH, ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3192","535.824985742","10.10.5.12","10.10.5.11","TCP","60","445  >  50029 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"3193","535.825250358","10.10.5.11","10.10.5.12","TCP","1514","50030  >  445 [PSH, ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3194","535.825557381","10.10.5.11","10.10.5.12","TCP","1514","50030  >  445 [PSH, ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3195","535.825759259","10.10.5.12","10.10.5.11","TCP","60","445  >  50030 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"3196","535.826215517","10.10.5.11","10.10.5.12","TCP","1206","50005  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3197","535.826455043","10.10.5.11","10.10.5.12","TCP","1206","50006  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3198","535.828649594","10.10.5.14","10.10.5.255","NBNS","110","Registration NB WORKGROUP<00>"
"3199","535.828649735","10.10.5.14","10.10.5.255","NBNS","110","Registration NB NODE4-PC<00>"
"3200","535.828649790","10.10.5.14","10.10.5.255","NBNS","110","Registration NB NODE4-PC<20>"
"3201","535.831175219","10.10.5.11","10.10.5.12","TCP","1206","50010  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3202","535.831709254","10.10.5.11","10.10.5.12","TCP","1206","50013  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3203","535.832149090","10.10.5.11","10.10.5.12","TCP","1206","50014  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3204","535.832538557","10.10.5.11","10.10.5.12","TCP","1206","50017  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3205","535.835519368","10.10.5.11","10.10.5.12","TCP","1206","50019  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3206","535.836065311","10.10.5.11","10.10.5.12","TCP","1206","50020  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3207","535.836362799","10.10.5.11","10.10.5.12","TCP","1206","50021  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3208","535.838066866","10.10.5.11","10.10.5.12","TCP","1206","50029  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"3209","535.838636523","10.10.5.11","10.10.5.12","TCP","1206","50030  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"3210","535.957061496","10.10.5.11","10.10.5.12","TCP","60","49958  >  445 [ACK] Seq=68008 Ack=622 Win=65024 Len=0"
"3211","535.989242484","fe80::3c1a:e462:6dcc:19c9","ff02::2","ICMPv6","70","Router Solicitation from 08:00:27:90:18:5a"
"3212","535.993104876","10.10.5.12","10.10.5.11","TCP","60","445  >  50007 [ACK] Seq=1 Ack=3053 Win=64256 Len=0"
"3213","535.993105082","10.10.5.12","10.10.5.11","TCP","60","445  >  50008 [ACK] Seq=1 Ack=3053 Win=64256 Len=0"
"3214","535.993377999","10.10.5.12","10.10.5.11","TCP","60","445  >  50011 [ACK] Seq=1 Ack=3053 Win=64256 Len=0"
"3215","535.993378132","10.10.5.11","10.10.5.12","TCP","1206","50007  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3216","535.993378193","10.10.5.11","10.10.5.12","TCP","1206","50008  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3217","535.993378236","10.10.5.11","10.10.5.12","TCP","1206","50011  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3218","536.003843106","10.10.5.12","10.10.5.11","TCP","60","445  >  50016 [ACK] Seq=1 Ack=3053 Win=64256 Len=0"
"3219","536.003843283","10.10.5.11","10.10.5.12","TCP","1206","50016  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=65536 Len=1152 [TCP segment of a reassembled PDU]"
"3220","536.013621889","10.10.5.12","10.10.5.11","TCP","60","445  >  50023 [ACK] Seq=1 Ack=3053 Win=62820 Len=0"
"3221","536.013622080","10.10.5.12","10.10.5.11","TCP","60","445  >  50026 [ACK] Seq=1 Ack=3053 Win=62820 Len=0"
"3222","536.013622107","10.10.5.12","10.10.5.11","TCP","60","445  >  50027 [ACK] Seq=1 Ack=3053 Win=62820 Len=0"
"3223","536.013622133","10.10.5.11","10.10.5.12","TCP","1206","50023  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"3224","536.013622160","10.10.5.12","10.10.5.11","TCP","60","445  >  50005 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3225","536.013809345","10.10.5.12","10.10.5.11","TCP","60","445  >  50006 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3226","536.013809492","10.10.5.11","10.10.5.12","TCP","1206","50026  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"3227","536.013809524","10.10.5.11","10.10.5.12","TCP","1206","50027  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"3228","536.013928669","10.10.5.12","10.10.5.11","TCP","60","445  >  50010 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3229","536.014045111","10.10.5.12","10.10.5.11","TCP","60","445  >  50013 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3230","536.014045220","10.10.5.12","10.10.5.11","TCP","60","445  >  50014 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3231","536.014045257","10.10.5.12","10.10.5.11","TCP","60","445  >  50017 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3232","536.014045303","10.10.5.12","10.10.5.11","TCP","60","445  >  50019 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3233","536.014106958","10.10.5.12","10.10.5.11","TCP","60","445  >  50020 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3234","536.014107044","10.10.5.12","10.10.5.11","TCP","60","445  >  50021 [ACK] Seq=1 Ack=4205 Win=64512 Len=0"
"3235","536.023418393","10.10.5.12","10.10.5.11","TCP","60","445  >  50029 [ACK] Seq=1 Ack=4205 Win=63088 Len=0"
"3236","536.023418601","10.10.5.12","10.10.5.11","TCP","60","445  >  50030 [ACK] Seq=1 Ack=4205 Win=63088 Len=0"
"3237","536.107814787","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.11"
"3238","536.121873605","fe80::c49f:7c4:c006:ed2","ff02::1:3","LLMNR","84","Standard query 0xb2ec A wpad"
"3239","536.121873940","10.10.5.12","224.0.0.252","LLMNR","64","Standard query 0xb2ec A wpad"
"3240","536.148412248","PcsCompu_c8:46:cd","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13"
"3241","536.184290667","10.10.5.12","10.10.5.11","TCP","60","445  >  50007 [ACK] Seq=1 Ack=4205 Win=65536 Len=0"
"3242","536.184291067","10.10.5.12","10.10.5.11","TCP","60","445  >  50008 [ACK] Seq=1 Ack=4205 Win=65536 Len=0"
"3243","536.184291131","10.10.5.12","10.10.5.11","TCP","60","445  >  50011 [ACK] Seq=1 Ack=4205 Win=65536 Len=0"
"3244","536.193814871","10.10.5.12","10.10.5.11","TCP","60","445  >  50016 [ACK] Seq=1 Ack=4205 Win=65536 Len=0"
"3245","536.203828800","10.10.5.12","10.10.5.11","TCP","60","445  >  50023 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"3246","536.203829041","10.10.5.12","10.10.5.11","TCP","60","445  >  50026 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"3247","536.203829094","10.10.5.12","10.10.5.11","TCP","60","445  >  50027 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"3248","536.222632259","fe80::c49f:7c4:c006:ed2","ff02::1:3","LLMNR","84","Standard query 0xb2ec A wpad"
"3249","536.222885656","10.10.5.12","224.0.0.252","LLMNR","64","Standard query 0xb2ec A wpad"
"3250","536.423237031","10.10.5.12","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3251","536.434193853","fe80::6d8e:576d:50b5:128b","ff02::1:3","LLMNR","84","Standard query 0x5fdc A wpad"
"3252","536.434194235","10.10.5.11","224.0.0.252","LLMNR","64","Standard query 0x5fdc A wpad"
"3253","536.436397870","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3254","536.534148225","fe80::6d8e:576d:50b5:128b","ff02::1:3","LLMNR","84","Standard query 0x5fdc A wpad"
"3255","536.534148588","10.10.5.11","224.0.0.252","LLMNR","64","Standard query 0x5fdc A wpad"
"3256","536.559907953","10.10.5.14","10.10.5.255","NBNS","110","Registration NB NODE4-PC<20>"
"3257","536.559908234","10.10.5.14","10.10.5.255","NBNS","110","Registration NB NODE4-PC<00>"
"3258","536.559908288","10.10.5.14","10.10.5.255","NBNS","110","Registration NB WORKGROUP<00>"
"3259","536.735839307","10.10.5.11","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3260","536.866710887","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3261","537.078963322","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.11"
"3262","537.148613616","PcsCompu_c8:46:cd","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13"
"3263","537.172799506","10.10.5.12","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3264","537.310867678","10.10.5.14","10.10.5.255","NBNS","110","Registration NB WORKGROUP<00>"
"3265","537.310868023","10.10.5.14","10.10.5.255","NBNS","110","Registration NB NODE4-PC<00>"
"3266","537.310868120","10.10.5.14","10.10.5.255","NBNS","110","Registration NB NODE4-PC<20>"
"3267","537.481497817","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3268","537.486698406","10.10.5.11","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3269","537.568428990","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.14? Tell 10.10.5.11"
"3270","537.568855302","PcsCompu_90:18:5a","PcsCompu_60:73:28","ARP","60","10.10.5.14 is at 08:00:27:90:18:5a"
"3271","537.569123485","10.10.5.11","10.10.5.14","TCP","62","49895  >  445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"3272","537.569123665","10.10.5.14","10.10.5.11","TCP","62","445  >  49895 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"3273","537.569304941","10.10.5.11","10.10.5.14","TCP","60","49895  >  445 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3274","537.569601590","10.10.5.11","10.10.5.14","SMB","191","Negotiate Protocol Request"
"3275","537.569945696","10.10.5.14","10.10.5.11","SMB","173","Negotiate Protocol Response"
"3276","537.570223958","10.10.5.11","10.10.5.14","SMB","194","Session Setup AndX Request, User: anonymous"
"3277","537.570534014","10.10.5.14","10.10.5.11","SMB","259","Session Setup AndX Response"
"3278","537.570731782","10.10.5.11","10.10.5.14","SMB","150","Tree Connect AndX Request, Path: \\\\192.168.56.20\\IPC$"
"3279","537.570950118","10.10.5.14","10.10.5.11","SMB","114","Tree Connect AndX Response"
"3280","537.571232274","10.10.5.11","10.10.5.14","SMB","136","Trans2 Request, SESSION_SETUP"
"3281","537.571522612","10.10.5.14","10.10.5.11","SMB","93","Trans2 Response, SESSION_SETUP, Error: STATUS_NOT_IMPLEMENTED"
"3282","537.571644373","10.10.5.11","10.10.5.14","TCP","60","49895  >  445 [FIN, ACK] Seq=456 Ack=424 Win=65112 Len=0"
"3283","537.571835371","10.10.5.14","10.10.5.11","TCP","60","445  >  49895 [ACK] Seq=424 Ack=457 Win=63922 Len=0"
"3284","537.922697719","10.10.5.12","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3285","538.069164610","10.10.5.14","10.10.5.11","TCP","60","445  >  49895 [RST, ACK] Seq=424 Ack=457 Win=0 Len=0"
"3286","538.070130303","10.10.5.14","10.10.5.255","NBNS","110","Registration NB WORKGROUP<1e>"
"3287","538.080243626","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.11"
"3288","538.081156149","fe80::3c1a:e462:6dcc:19c9","ff02::1:3","LLMNR","86","Standard query 0x7218 A isatap"
"3289","538.081396106","10.10.5.14","224.0.0.252","LLMNR","66","Standard query 0x7218 A isatap"
"3290","538.127467826","fe80::3c1a:e462:6dcc:19c9","ff02::1:3","LLMNR","84","Standard query 0xddba A wpad"
"3291","538.127899329","10.10.5.14","224.0.0.252","LLMNR","64","Standard query 0xddba A wpad"
"3292","538.157947143","10.10.5.14","10.10.5.255","NBNS","92","Name query NB GET.SKYPE.COM<00>"
"3293","538.176934227","fe80::3c1a:e462:6dcc:19c9","ff02::1:3","LLMNR","86","Standard query 0x7218 A isatap"
"3294","538.176934413","10.10.5.14","224.0.0.252","LLMNR","66","Standard query 0x7218 A isatap"
"3295","538.223832338","fe80::3c1a:e462:6dcc:19c9","ff02::1:3","LLMNR","84","Standard query 0xddba A wpad"
"3296","538.223832528","10.10.5.14","224.0.0.252","LLMNR","64","Standard query 0xddba A wpad"
"3297","538.237849326","10.10.5.11","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3298","538.381821728","10.10.5.14","10.10.5.255","NBNS","92","Name query NB ISATAP<00>"
"3299","538.427788488","10.10.5.14","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3300","538.481994718","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3301","538.654640713","fe80::6407:7b6:e2ff:9ac8","ff02::1:3","LLMNR","84","Standard query 0xc0ce A wpad"
"3302","538.654779286","10.10.5.13","224.0.0.252","LLMNR","64","Standard query 0xc0ce A wpad"
"3303","538.677366608","PcsCompu_03:cb:a5","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.12"
"3304","538.754904609","fe80::6407:7b6:e2ff:9ac8","ff02::1:3","LLMNR","84","Standard query 0xc0ce A wpad"
"3305","538.754904883","10.10.5.13","224.0.0.252","LLMNR","64","Standard query 0xc0ce A wpad"
"3306","538.817660797","10.10.5.14","10.10.5.255","NBNS","110","Registration NB WORKGROUP<1e>"
"3307","538.904444653","10.10.5.14","10.10.5.255","NBNS","92","Name query NB GET.SKYPE.COM<00>"
"3308","538.955295834","10.10.5.13","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3309","538.991177450","10.10.5.11","10.10.5.255","NBNS","92","Name query NB ARMMF.ADOBE.COM<00>"
"3310","539.129913962","10.10.5.14","10.10.5.255","NBNS","92","Name query NB ISATAP<00>"
"3311","539.138333623","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.11"
"3312","539.177144645","10.10.5.14","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3313","539.296659388","PcsCompu_03:cb:a5","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.12"
"3314","539.567588740","10.10.5.14","10.10.5.255","NBNS","110","Registration NB WORKGROUP<1e>"
"3315","539.570105077","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3316","539.653653095","10.10.5.14","10.10.5.255","NBNS","92","Name query NB GET.SKYPE.COM<00>"
"3317","539.705347890","10.10.5.13","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3318","539.740166624","10.10.5.11","10.10.5.255","NBNS","92","Name query NB ARMMF.ADOBE.COM<00>"
"3319","539.881423751","10.10.5.14","10.10.5.255","NBNS","92","Name query NB ISATAP<00>"
"3320","539.927092986","10.10.5.14","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3321","539.982646905","fe80::3c1a:e462:6dcc:19c9","ff02::2","ICMPv6","70","Router Solicitation from 08:00:27:90:18:5a"
"3322","540.080610754","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.11"
"3323","540.296694168","PcsCompu_03:cb:a5","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.12"
"3324","540.313754389","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3325","540.313972079","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3326","540.317550299","10.10.5.14","10.10.5.255","NBNS","110","Registration NB WORKGROUP<1e>"
"3327","540.432188147","10.10.5.11","10.10.5.10","TCP","8882","49205  >  1291 [PSH, ACK] Seq=178232 Ack=541 Win=254 Len=8828"
"3328","540.432229101","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=541 Ack=187060 Win=2540 Len=0"
"3329","540.432690284","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=541 Ack=187060 Win=2540 Len=15"
"3330","540.454994449","10.10.5.13","10.10.5.255","NBNS","92","Name query NB WPAD<00>"
"3331","540.491761901","10.10.5.11","10.10.5.255","NBNS","92","Name query NB ARMMF.ADOBE.COM<00>"
"3332","540.574020714","10.10.5.11","10.10.5.14","TCP","66","50160  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3333","540.574166003","10.10.5.14","10.10.5.11","TCP","66","445  >  50160 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3334","540.574309234","10.10.5.11","10.10.5.14","TCP","60","50160  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"3335","540.574405307","10.10.5.11","10.10.5.14","SMB","191","Negotiate Protocol Request"
"3336","540.574689871","10.10.5.14","10.10.5.11","SMB","173","Negotiate Protocol Response"
"3337","540.596179131","10.10.5.11","10.10.5.14","SMB","194","Session Setup AndX Request, User: anonymous"
"3338","540.596512894","10.10.5.14","10.10.5.11","SMB","259","Session Setup AndX Response"
"3339","540.614861766","10.10.5.11","10.10.5.14","SMB","146","Tree Connect AndX Request, Path: \\\\172.16.99.5\\IPC$"
"3340","540.623686008","10.10.5.14","10.10.5.11","SMB","114","Tree Connect AndX Response"
"3341","540.625379968","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=187060 Ack=556 Win=254 Len=0"
"3342","540.637495097","10.10.5.11","10.10.5.14","SMB","1138","NT Trans Request, <unknown>"
"3343","540.637787978","10.10.5.14","10.10.5.11","SMB","93","NT Trans Response, <unknown (0)>"
"3344","540.659722997","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=1454 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3345","540.660363674","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=2914 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3346","540.660476361","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=4374 Win=65536 Len=0"
"3347","540.660590027","10.10.5.11","10.10.5.14","SMB","1287","Trans2 Secondary Request, FID: 0x0000"
"3348","540.661038972","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14"
"3349","540.667525015","fe80::3c1a:e462:6dcc:19c9","ff02::1:3","LLMNR","86","Standard query 0x1251 A isatap"
"3350","540.667893120","10.10.5.14","224.0.0.252","LLMNR","66","Standard query 0x1251 A isatap"
"3351","540.674509847","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=5607 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3352","540.674651857","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=7067 Win=65536 Len=0"
"3353","540.675300105","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=7067 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3354","540.675697867","10.10.5.11","10.10.5.14","SMB","1514","Trans2 Secondary Request, FID: 0x0000 [TCP segment of a reassembled PDU]"
"3355","540.675952402","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=9987 Win=65536 Len=0"
"3356","540.675952526","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=9987 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3357","540.687984263","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=11447 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3358","540.688055746","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=12907 Win=65536 Len=0"
"3359","540.688259461","10.10.5.11","10.10.5.14","SMB","1060","Trans2 Secondary Request, FID: 0x0000"
"3360","540.688632307","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=13913 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3361","540.688833374","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=15373 Win=65536 Len=0"
"3362","540.689017227","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=15373 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3363","540.690402254","10.10.5.11","10.10.5.14","SMB","2747","Trans2 Secondary Request, FID: 0x0000 [TCP segment of a reassembled PDU]"
"3364","540.690546968","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=19526 Win=65536 Len=0"
"3365","540.690926759","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=19526 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3366","540.703417611","10.10.5.11","10.10.5.14","SMB","2747","Trans2 Secondary Request, FID: 0x0000 [TCP segment of a reassembled PDU]"
"3367","540.703590649","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=23679 Win=65536 Len=0"
"3368","540.703590774","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=23679 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3369","540.703788476","10.10.5.11","10.10.5.14","SMB","2747","Trans2 Secondary Request, FID: 0x0000 [TCP segment of a reassembled PDU]"
"3370","540.703961584","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=27832 Win=65536 Len=0"
"3371","540.704509085","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=27832 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3372","540.720314688","10.10.5.11","10.10.5.14","SMB","2747","Trans2 Secondary Request, FID: 0x0000 [TCP segment of a reassembled PDU]"
"3373","540.720558439","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=31985 Win=65536 Len=0"
"3374","540.720741988","10.10.5.11","10.10.5.14","TCP","1514","50160  >  445 [PSH, ACK] Seq=31985 Ack=424 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3375","540.720930504","10.10.5.11","10.10.5.14","SMB","2747","Trans2 Secondary Request, FID: 0x0000 [TCP segment of a reassembled PDU]"
"3376","540.721078959","10.10.5.14","10.10.5.11","TCP","60","445  >  50160 [ACK] Seq=424 Ack=36138 Win=65536 Len=0"
